seed,agent_name,alpha,beta,gamma,num_jobs,steps_executed,completed_jobs,failed_jobs,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,failure_rate,total_completed_value,total_job_value,total_compute_cost,avg_compute_cost_per_step,total_utility,completed_all_jobs,hit_step_budget
218,Reflex Agent,1.0,0.1,1.0,100,300,60,16,0.6,0.6529,0.77,0.16,191.14,292.77,1096.96,3.6565,65.444,False,True
219,Reflex Agent,1.0,0.1,1.0,100,300,64,12,0.64,0.7043,0.83,0.12,218.04,309.57,743.16,2.4772,131.724,False,True
220,Reflex Agent,1.0,0.1,1.0,100,300,67,11,0.67,0.7302,0.83,0.11,218.55,299.31,678.532,2.2618,139.6968,False,True
221,Reflex Agent,1.0,0.1,1.0,100,300,60,24,0.6,0.6462,0.74,0.24,197.56,305.74,652.54,2.1751,108.306,False,True
222,Reflex Agent,1.0,0.1,1.0,100,300,63,17,0.63,0.6868,0.78,0.17,204.14,297.23,797.266,2.6576,107.4134,False,True
223,Reflex Agent,1.0,0.1,1.0,100,300,60,15,0.6,0.6878,0.79,0.15,197.98,287.84,394.666,1.3156,143.5134,False,True
224,Reflex Agent,1.0,0.1,1.0,100,300,65,12,0.65,0.7227,0.8,0.12,201.05,278.21,1081.348,3.6045,80.9152,False,True
225,Reflex Agent,1.0,0.1,1.0,100,300,64,18,0.64,0.6844,0.8,0.18,193.73,283.06,947.854,3.1595,80.9446,False,True
226,Reflex Agent,1.0,0.1,1.0,100,300,63,12,0.63,0.7048,0.84,0.12,215.33,305.5,991.498,3.305,104.1802,False,True
227,Reflex Agent,1.0,0.1,1.0,100,300,66,11,0.66,0.7508,0.86,0.11,221.28,294.73,825.904,2.753,127.6896,False,True
228,Reflex Agent,1.0,0.1,1.0,100,300,71,8,0.71,0.7705,0.91,0.08,218.93,284.13,770.356,2.5679,133.8944,False,True
229,Reflex Agent,1.0,0.1,1.0,100,300,63,16,0.63,0.688,0.8,0.16,194.59,282.83,542.044,1.8068,124.3856,False,True
230,Reflex Agent,1.0,0.1,1.0,100,300,62,20,0.62,0.6464,0.78,0.2,187.43,289.95,437.118,1.4571,123.7182,False,True
231,Reflex Agent,1.0,0.1,1.0,100,300,63,18,0.63,0.6713,0.79,0.18,198.84,296.21,505.634,1.6854,130.2766,False,True
232,Reflex Agent,1.0,0.1,1.0,100,300,62,15,0.62,0.7014,0.79,0.15,210.35,299.92,660.588,2.202,129.2912,False,True
233,Reflex Agent,1.0,0.1,1.0,100,300,64,11,0.64,0.7113,0.84,0.11,204.21,287.1,672.36,2.2412,125.974,False,True
234,Reflex Agent,1.0,0.1,1.0,100,300,64,9,0.64,0.7087,0.87,0.09,216.97,306.17,872.754,2.9092,120.6946,False,True
235,Reflex Agent,1.0,0.1,1.0,100,300,68,11,0.68,0.7706,0.87,0.11,234.67,304.52,535.602,1.7853,170.1098,False,True
236,Reflex Agent,1.0,0.1,1.0,100,300,64,11,0.64,0.724,0.83,0.11,223.96,309.34,638.34,2.1278,149.126,False,True
237,Reflex Agent,1.0,0.1,1.0,100,300,64,10,0.64,0.7251,0.86,0.1,225.07,310.4,906.526,3.0218,124.4174,False,True
238,Reflex Agent,1.0,0.1,1.0,100,300,62,15,0.62,0.6917,0.76,0.15,203.95,294.87,1116.696,3.7223,77.2804,False,True
239,Reflex Agent,1.0,0.1,1.0,100,300,59,19,0.59,0.6368,0.76,0.19,184.57,289.82,538.438,1.7948,111.7262,False,True
240,Reflex Agent,1.0,0.1,1.0,100,300,64,13,0.64,0.7168,0.85,0.13,224.83,313.66,1086.314,3.621,103.1986,False,True
241,Reflex Agent,1.0,0.1,1.0,100,300,58,22,0.58,0.637,0.74,0.22,189.38,297.32,860.188,2.8673,81.3612,False,True
242,Reflex Agent,1.0,0.1,1.0,100,300,68,5,0.68,0.7682,0.89,0.05,218.38,284.26,1098.71,3.6624,103.509,False,True
243,Reflex Agent,1.0,0.1,1.0,100,300,66,13,0.66,0.7039,0.84,0.13,199.35,283.2,1100.796,3.6693,76.2704,False,True
244,Reflex Agent,1.0,0.1,1.0,100,300,62,17,0.62,0.6931,0.82,0.17,201.22,290.33,428.256,1.4275,141.3944,False,True
245,Reflex Agent,1.0,0.1,1.0,100,300,65,12,0.65,0.6983,0.83,0.12,202.99,290.7,493.656,1.6455,141.6244,False,True
246,Reflex Agent,1.0,0.1,1.0,100,300,66,11,0.66,0.7092,0.83,0.11,216.94,305.91,731.06,2.4369,132.834,False,True
247,Reflex Agent,1.0,0.1,1.0,100,300,60,23,0.6,0.6429,0.72,0.23,189.33,294.48,708.856,2.3629,95.4444,False,True
248,Reflex Agent,1.0,0.1,1.0,100,300,65,11,0.65,0.7123,0.86,0.11,211.34,296.71,762.8,2.5427,124.06,False,True
249,Reflex Agent,1.0,0.1,1.0,100,300,66,14,0.66,0.718,0.82,0.14,202.3,281.75,788.93,2.6298,109.407,False,True
