seed,step,action,state_cpu_load,state_ram_available,state_queue_depth,state_spot_price,state_dag_ready_nodes,state_job_priority,state_deadline_urgency,state_recent_failures,step_cost,delta_value,delta_risk,reward,cumulative_reward,running_tasks,completed_jobs,failed_jobs,cpu_in_use,ram_in_use,queue_depth,spot_price,prob_Execute_Ready_Job,prob_Defer_Job,prob_Scale_Up,prob_Scale_Down,prob_Reprioritize_Queue,prob_Pause_LowPriority_Job,logit_Execute_Ready_Job,logit_Defer_Job,logit_Scale_Up,logit_Scale_Down,logit_Reprioritize_Queue,logit_Pause_LowPriority_Job
200,15,Execute_Ready_Job,0.9,0.4375,1.0,0.4,1.0,0.6067,0.7573,0.0,0.0,0.0,0.2,-0.2,-2.9344,0,0,3,0,0,171,0.33,0.2408,0.1627,0.1696,0.149,0.1382,0.1398,0.43,0.037,0.079,-0.05,-0.126,-0.114
200,16,Execute_Ready_Job,0.0,1.0,1.0,0.33,1.0,0.6031,0.7569,0.2,0.78,0.0,-0.2,0.122,-2.8124000000000002,1,0,3,3,3,170,0.26,0.2374,0.1615,0.1695,0.151,0.1398,0.1407,0.414,0.028,0.077,-0.039,-0.116,-0.11
200,17,Execute_Ready_Job,0.3,0.8125,1.0,0.26,1.0,0.6031,0.7569,0.0,1.2000000000000002,0.0,0.0,-0.12000000000000002,-2.9324000000000003,2,0,3,6,6,169,0.2,0.2384,0.1614,0.1696,0.1521,0.1388,0.1397,0.415,0.025,0.075,-0.034,-0.126,-0.12
200,18,Execute_Ready_Job,0.6,0.625,1.0,0.2,1.0,0.6031,0.7569,0.0,1.288,0.0,0.0,-0.1288,-3.0612000000000004,2,0,3,6,5,169,0.23,0.2389,0.1632,0.1687,0.1527,0.1372,0.1394,0.416,0.035,0.068,-0.032,-0.139,-0.123
200,19,Execute_Ready_Job,0.6,0.6875,1.0,0.23,1.0,0.6031,0.7569,0.0,1.61,0.0,0.0,-0.16100000000000003,-3.2222000000000004,2,0,3,7,7,170,0.23,0.2384,0.1626,0.1694,0.1522,0.1368,0.1405,0.415,0.032,0.073,-0.034,-0.14,-0.114
200,20,Execute_Ready_Job,0.7,0.5625,1.0,0.23,1.0,0.6031,0.7569,0.0,0.6239999999999999,4.15,0.0,4.0876,0.8653999999999997,1,1,3,3,2,170,0.24,0.239,0.1632,0.1689,0.1523,0.1368,0.1398,0.417,0.035,0.07,-0.034,-0.141,-0.119
200,21,Execute_Ready_Job,0.3,0.875,1.0,0.24,1.0,0.5995,0.7562,0.0,0.9659999999999999,0.0,0.0,-0.09659999999999999,0.7687999999999997,2,1,3,5,4,169,0.21,0.2373,0.1612,0.1701,0.1527,0.1377,0.141,0.409,0.022,0.076,-0.032,-0.135,-0.112
200,22,Execute_Ready_Job,0.5,0.75,1.0,0.21,1.0,0.5995,0.7562,0.0,0.6499999999999999,4.119999999999999,0.0,4.054999999999999,4.8237999999999985,1,2,3,3,2,168,0.25,0.2379,0.1624,0.1695,0.1528,0.1368,0.1407,0.411,0.029,0.072,-0.031,-0.142,-0.114
200,23,Execute_Ready_Job,0.3,0.875,1.0,0.25,1.0,0.5959,0.7567,0.0,1.404,0.0,0.0,-0.1404,4.683399999999999,2,2,3,6,4,167,0.27,0.2373,0.1611,0.1701,0.1526,0.1377,0.1412,0.409,0.022,0.076,-0.032,-0.136,-0.111
200,24,Execute_Ready_Job,0.6,0.75,1.0,0.27,1.0,0.5959,0.7567,0.0,0.598,0.0,0.0,-0.0598,4.623599999999999,1,2,3,3,2,169,0.23,0.238,0.1621,0.1701,0.1517,0.1365,0.1416,0.413,0.029,0.078,-0.037,-0.142,-0.105
200,25,Execute_Ready_Job,0.3,0.875,1.0,0.23,1.0,0.5959,0.7567,0.0,0.684,0.0,0.0,-0.0684,4.555199999999999,1,2,3,4,3,169,0.19,0.2373,0.1613,0.1699,0.1529,0.1376,0.141,0.408,0.023,0.074,-0.031,-0.137,-0.112
200,26,Execute_Ready_Job,0.4,0.8125,1.0,0.19,1.0,0.5959,0.7567,0.0,0.38999999999999996,4.200000000000001,0.0,4.161000000000001,8.7162,1,3,3,3,2,168,0.15,0.2374,0.1621,0.1694,0.1534,0.1369,0.1408,0.408,0.027,0.071,-0.029,-0.142,-0.114
200,27,Execute_Ready_Job,0.3,0.875,1.0,0.15,1.0,0.5929,0.7555,0.0,0.5199999999999999,0.0,0.0,-0.05199999999999999,8.664200000000001,2,3,3,6,4,167,0.1,0.2368,0.1621,0.1692,0.1543,0.1368,0.1408,0.404,0.025,0.068,-0.024,-0.144,-0.116
200,28,Execute_Ready_Job,0.6,0.75,1.0,0.1,1.0,0.5929,0.7555,0.0,0.6200000000000001,0.0,0.2,-0.262,8.4022,2,3,4,7,5,166,0.1,0.2369,0.1636,0.1686,0.1546,0.1351,0.1412,0.404,0.034,0.064,-0.022,-0.158,-0.113
200,29,Execute_Ready_Job,0.7,0.6875,1.0,0.1,1.0,0.5912,0.7542,0.2,1.394,0.0,-0.2,0.060600000000000015,8.462800000000001,3,3,4,9,7,165,0.17,0.2372,0.1661,0.1676,0.1537,0.1337,0.1418,0.408,0.052,0.061,-0.026,-0.165,-0.107
200,30,Execute_Ready_Job,0.9,0.5625,1.0,0.17,1.0,0.5912,0.7542,0.0,0.0,0.0,0.0,0.0,8.462800000000001,0,3,4,0,0,167,0.15,0.2375,0.1643,0.1686,0.1535,0.1345,0.1416,0.408,0.039,0.065,-0.029,-0.16,-0.109
200,31,Execute_Ready_Job,0.0,1.0,1.0,0.15,1.0,0.5912,0.7542,0.0,0.25999999999999995,0.0,0.0,-0.025999999999999995,8.436800000000002,1,3,4,3,2,166,0.1,0.2356,0.1609,0.1693,0.1553,0.1378,0.141,0.396,0.015,0.066,-0.02,-0.14,-0.117
200,32,Execute_Ready_Job,0.3,0.875,1.0,0.1,1.0,0.5912,0.7542,0.0,0.54,4.230000000000002,0.0,4.176000000000002,12.612800000000004,1,4,4,3,3,165,0.18,0.2362,0.1625,0.1688,0.1554,0.136,0.1411,0.399,0.025,0.064,-0.019,-0.152,-0.116
200,33,Execute_Ready_Job,0.3,0.8125,1.0,0.18,1.0,0.5883,0.7545,0.0,1.1199999999999999,0.0,0.0,-0.11199999999999999,12.500800000000003,2,4,4,6,5,164,0.2,0.237,0.162,0.169,0.1544,0.1369,0.1408,0.404,0.024,0.066,-0.025,-0.145,-0.117
200,34,Execute_Ready_Job,0.6,0.6875,1.0,0.2,1.0,0.5883,0.7545,0.0,0.21,0.0,0.0,-0.021,12.479800000000003,1,4,4,1,2,166,0.15,0.2376,0.163,0.1689,0.1535,0.1358,0.1412,0.408,0.031,0.067,-0.029,-0.151,-0.112
200,35,Execute_Ready_Job,0.1,0.875,1.0,0.15,1.0,0.5883,0.7545,0.0,0.714,0.0,0.0,-0.0714,12.408400000000002,2,4,4,3,4,165,0.21,0.2366,0.1616,0.1686,0.1553,0.1378,0.1401,0.4,0.019,0.062,-0.021,-0.14,-0.124
200,36,Execute_Ready_Job,0.3,0.75,1.0,0.21,1.0,0.5883,0.7545,0.0,0.4159999999999999,3.9899999999999984,0.0,3.9483999999999986,16.3568,1,5,4,3,2,164,0.16,0.2377,0.162,0.1688,0.154,0.1375,0.14,0.407,0.024,0.065,-0.027,-0.14,-0.122
200,37,Execute_Ready_Job,0.3,0.875,1.0,0.16,1.0,0.5849,0.7558,0.0,0.598,0.0,0.0,-0.0598,16.297,1,5,4,3,2,163,0.23,0.2366,0.1621,0.169,0.1545,0.1366,0.1412,0.402,0.024,0.066,-0.024,-0.147,-0.114
200,38,Execute_Ready_Job,0.3,0.875,1.0,0.23,1.0,0.5849,0.7558,0.0,0.238,0.0,0.0,-0.0238,16.2732,1,5,4,1,2,163,0.17,0.2369,0.1614,0.1696,0.1534,0.1371,0.1415,0.405,0.021,0.071,-0.029,-0.142,-0.11
200,39,Execute_Ready_Job,0.1,0.875,1.0,0.17,1.0,0.5849,0.7558,0.0,0.5,0.0,0.0,-0.05,16.2232,2,5,4,5,5,162,0.1,0.2368,0.1615,0.1686,0.155,0.1381,0.14,0.402,0.019,0.062,-0.022,-0.137,-0.124
200,40,Execute_Ready_Job,0.5,0.6875,1.0,0.1,1.0,0.5849,0.7558,0.0,0.22399999999999998,4.169999999999998,0.0,4.147599999999998,20.370799999999996,1,6,4,1,2,161,0.16,0.2374,0.1638,0.1677,0.1553,0.1359,0.14,0.404,0.033,0.057,-0.02,-0.154,-0.124
200,41,Execute_Ready_Job,0.1,0.875,1.0,0.16,1.0,0.5823,0.7559,0.0,0.32000000000000006,0.0,0.0,-0.03200000000000001,20.338799999999996,2,6,4,2,5,160,0.1,0.2366,0.1616,0.1684,0.1553,0.1379,0.1402,0.4,0.019,0.06,-0.021,-0.14,-0.124
200,42,Execute_Ready_Job,0.2,0.6875,1.0,0.1,1.0,0.5823,0.7559,0.0,0.21600000000000003,0.0,0.0,-0.021600000000000005,20.317199999999996,1,6,4,1,3,160,0.12,0.2376,0.1631,0.167,0.1564,0.1377,0.1383,0.403,0.026,0.05,-0.016,-0.143,-0.138
200,43,Execute_Ready_Job,0.1,0.8125,1.0,0.12,1.0,0.5823,0.7559,0.0,0.64,0.0,0.0,-0.064,20.253199999999996,1,6,4,4,4,159,0.16,0.2368,0.1622,0.1678,0.1561,0.1378,0.1394,0.4,0.021,0.055,-0.017,-0.142,-0.131
200,44,Execute_Ready_Job,0.4,0.75,1.0,0.16,1.0,0.5823,0.7559,0.0,0.9280000000000002,0.0,0.0,-0.09280000000000002,20.160399999999996,2,6,4,5,7,158,0.16,0.2372,0.1627,0.1684,0.1547,0.1364,0.1406,0.404,0.027,0.061,-0.023,-0.15,-0.119
200,45,Execute_Ready_Job,0.5,0.5625,1.0,0.16,1.0,0.5823,0.7559,0.0,0.54,0.0,0.0,-0.054000000000000006,20.106399999999997,2,6,4,5,6,158,0.1,0.2384,0.1636,0.1673,0.1548,0.1368,0.139,0.408,0.032,0.055,-0.023,-0.147,-0.131
200,46,Execute_Ready_Job,0.5,0.625,1.0,0.1,1.0,0.5823,0.7559,0.0,1.02,0.0,0.0,-0.10200000000000001,20.004399999999997,3,6,4,9,12,157,0.1,0.2377,0.164,0.1672,0.1556,0.136,0.1395,0.404,0.033,0.053,-0.019,-0.154,-0.129
200,47,Execute_Ready_Job,0.9,0.25,1.0,0.1,1.0,0.5823,0.7559,0.0,1.428,0.0,0.0,-0.1428,19.861599999999996,3,6,4,9,12,156,0.14,0.2389,0.1662,0.1657,0.1555,0.1356,0.1381,0.409,0.046,0.043,-0.02,-0.157,-0.139
200,48,Execute_Ready_Job,0.9,0.25,1.0,0.14,1.0,0.5823,0.7559,0.0,0.5319999999999999,7.490000000000002,0.0,7.436800000000002,27.298399999999997,2,8,4,2,4,155,0.19,0.2391,0.1658,0.166,0.1549,0.1359,0.1383,0.411,0.044,0.046,-0.023,-0.155,-0.137
200,49,Execute_Ready_Job,0.2,0.75,1.0,0.19,1.0,0.5758,0.757,0.0,0.442,0.0,0.0,-0.0442,27.254199999999997,2,8,4,3,4,154,0.13,0.2375,0.1621,0.1679,0.155,0.1379,0.1396,0.404,0.022,0.057,-0.023,-0.14,-0.128
200,50,Execute_Ready_Job,0.3,0.75,1.0,0.13,1.0,0.5758,0.757,0.0,0.22,0.0,0.0,-0.022000000000000002,27.2322,1,8,4,2,2,155,0.11,0.2372,0.1629,0.1676,0.1556,0.1369,0.1398,0.402,0.026,0.055,-0.019,-0.148,-0.126
200,51,Execute_Ready_Job,0.2,0.875,1.0,0.11,1.0,0.5758,0.757,0.0,0.4,0.0,0.0,-0.04000000000000001,27.1922,1,8,4,4,4,155,0.1,0.2363,0.1624,0.168,0.156,0.1367,0.1406,0.398,0.023,0.057,-0.018,-0.149,-0.121
200,52,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5758,0.757,0.0,0.7000000000000001,0.0,0.0,-0.07,27.1222,2,8,4,7,7,154,0.1,0.2369,0.1634,0.1676,0.1558,0.1359,0.1404,0.401,0.029,0.055,-0.018,-0.155,-0.123
200,53,Execute_Ready_Job,0.7,0.5625,1.0,0.1,1.0,0.5758,0.757,0.0,1.0,0.0,0.0,-0.1,27.022199999999998,3,8,4,10,10,153,0.1,0.2376,0.1647,0.167,0.1555,0.135,0.1402,0.404,0.038,0.052,-0.02,-0.161,-0.123
200,54,Execute_Ready_Job,1.0,0.375,1.0,0.1,1.0,0.5758,0.757,0.0,1.0,0.0,0.0,-0.1,26.922199999999997,3,8,4,10,10,153,0.1,0.2378,0.166,0.1664,0.1553,0.1343,0.1402,0.405,0.046,0.048,-0.021,-0.166,-0.123
200,55,Execute_Ready_Job,1.0,0.375,1.0,0.1,1.0,0.5758,0.757,0.0,1.1900000000000002,0.0,0.0,-0.11900000000000002,26.803199999999997,2,8,4,7,7,154,0.17,0.2378,0.166,0.1664,0.1553,0.1343,0.1402,0.405,0.046,0.048,-0.021,-0.166,-0.123
200,56,Execute_Ready_Job,0.7,0.5625,1.0,0.17,1.0,0.5758,0.757,0.0,0.32,4.329999999999998,0.0,4.297999999999998,31.101199999999995,1,9,4,2,2,154,0.16,0.2379,0.164,0.1676,0.1544,0.1355,0.1406,0.407,0.035,0.057,-0.025,-0.156,-0.119
200,57,Execute_Ready_Job,0.2,0.875,1.0,0.16,1.0,0.5741,0.7589,0.0,0.38,4.07,0.0,4.032,35.133199999999995,1,10,4,2,2,153,0.19,0.2365,0.162,0.1683,0.1553,0.137,0.1409,0.399,0.021,0.059,-0.021,-0.146,-0.118
200,58,Execute_Ready_Job,0.2,0.875,1.0,0.19,1.0,0.572,0.7576,0.0,0.34,4.030000000000001,0.0,3.9960000000000013,39.1292,1,11,4,2,2,152,0.17,0.2367,0.1618,0.1684,0.1549,0.1373,0.141,0.401,0.02,0.06,-0.023,-0.144,-0.117
200,59,Execute_Ready_Job,0.2,0.875,1.0,0.17,1.0,0.5701,0.7565,0.0,0.24,0.0,0.0,-0.024,39.105199999999996,1,11,4,2,2,151,0.12,0.2366,0.162,0.1681,0.1552,0.1372,0.1408,0.4,0.021,0.058,-0.022,-0.145,-0.119
200,60,Execute_Ready_Job,0.2,0.875,1.0,0.12,1.0,0.5701,0.7565,0.0,0.0,0.0,0.2,-0.2,38.905199999999994,0,11,5,0,0,150,0.11,0.2364,0.1625,0.1676,0.156,0.1369,0.1406,0.398,0.023,0.054,-0.018,-0.148,-0.122
200,61,Execute_Ready_Job,0.0,1.0,1.0,0.11,1.0,0.5651,0.7549,0.2,0.13999999999999999,0.0,-0.2,0.186,39.09119999999999,1,11,5,1,2,149,0.1,0.2355,0.1638,0.1668,0.1559,0.1366,0.1414,0.395,0.032,0.05,-0.017,-0.149,-0.115
200,62,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5651,0.7549,0.0,0.13999999999999999,0.0,0.0,-0.013999999999999999,39.07719999999999,1,11,5,1,2,148,0.1,0.2362,0.1624,0.1672,0.1568,0.1373,0.1401,0.395,0.021,0.05,-0.014,-0.147,-0.127
200,63,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5651,0.7549,0.0,0.238,0.0,0.0,-0.0238,39.05339999999999,1,11,5,1,2,147,0.17,0.2362,0.1624,0.1672,0.1568,0.1373,0.1401,0.395,0.021,0.05,-0.014,-0.148,-0.127
200,64,Execute_Ready_Job,0.1,0.875,1.0,0.17,1.0,0.5651,0.7549,0.0,0.26599999999999996,0.0,0.0,-0.0266,39.02679999999999,1,11,5,1,2,147,0.19,0.2364,0.1618,0.1678,0.1557,0.1378,0.1405,0.398,0.018,0.055,-0.02,-0.142,-0.123
200,65,Execute_Ready_Job,0.1,0.875,1.0,0.19,1.0,0.5651,0.7549,0.0,1.0,0.0,0.0,-0.1,38.926799999999986,1,11,5,4,4,146,0.25,0.2366,0.1616,0.1679,0.1554,0.138,0.1405,0.399,0.018,0.056,-0.021,-0.14,-0.122
200,66,Execute_Ready_Job,0.4,0.75,1.0,0.25,1.0,0.5651,0.7549,0.0,1.7280000000000002,0.0,0.0,-0.17280000000000004,38.753999999999984,2,11,5,5,6,145,0.32,0.2377,0.1622,0.1682,0.1537,0.1372,0.1409,0.407,0.025,0.061,-0.029,-0.143,-0.116
200,67,Execute_Ready_Job,0.5,0.625,1.0,0.32,1.0,0.5651,0.7549,0.0,1.4580000000000002,0.0,0.0,-0.1458,38.60819999999998,2,11,5,5,6,144,0.27,0.239,0.1623,0.1681,0.1525,0.1379,0.1402,0.414,0.027,0.062,-0.035,-0.136,-0.119
200,68,Execute_Ready_Job,0.5,0.625,1.0,0.27,1.0,0.5651,0.7549,0.0,1.914,0.0,0.0,-0.19140000000000001,38.41679999999998,2,11,5,7,6,144,0.29,0.2389,0.1628,0.1676,0.1532,0.1378,0.1398,0.413,0.03,0.058,-0.032,-0.138,-0.123
200,69,Execute_Ready_Job,0.7,0.625,1.0,0.29,1.0,0.5651,0.7549,0.0,0.0,3.1700000000000017,0.0,3.1700000000000017,41.58679999999998,0,12,5,0,0,146,0.23,0.2387,0.1631,0.1681,0.1522,0.1367,0.1411,0.414,0.033,0.063,-0.036,-0.143,-0.112
200,70,Execute_Ready_Job,0.0,1.0,1.0,0.23,1.0,0.561,0.7561,0.0,0.96,0.0,0.0,-0.096,41.490799999999986,1,12,5,4,4,145,0.24,0.2363,0.1607,0.1683,0.1546,0.1392,0.1409,0.399,0.014,0.06,-0.025,-0.13,-0.118
200,71,Execute_Ready_Job,0.4,0.75,1.0,0.24,1.0,0.561,0.7561,0.0,1.188,0.0,0.0,-0.1188,41.371999999999986,2,12,5,7,6,144,0.18,0.2381,0.1625,0.1677,0.1536,0.1377,0.1404,0.409,0.027,0.059,-0.029,-0.139,-0.12
200,72,Execute_Ready_Job,0.7,0.625,1.0,0.18,1.0,0.561,0.7561,0.0,0.92,0.0,0.0,-0.09200000000000001,41.27999999999999,1,12,5,4,4,144,0.23,0.2382,0.1642,0.1671,0.154,0.136,0.1406,0.409,0.037,0.054,-0.027,-0.151,-0.118
200,73,Execute_Ready_Job,0.4,0.75,1.0,0.23,1.0,0.561,0.7561,0.0,0.6400000000000001,4.140000000000001,0.0,4.0760000000000005,45.35599999999999,1,13,5,4,2,143,0.2,0.238,0.1625,0.1677,0.1539,0.1375,0.1404,0.408,0.027,0.058,-0.028,-0.141,-0.119
200,74,Execute_Ready_Job,0.4,0.875,1.0,0.2,1.0,0.5594,0.7553,0.0,0.38400000000000006,0.0,0.2,-0.23840000000000003,45.11759999999999,1,13,6,2,3,142,0.16,0.2369,0.1624,0.1681,0.1541,0.1366,0.1418,0.403,0.026,0.06,-0.027,-0.147,-0.11
200,75,Execute_Ready_Job,0.2,0.8125,1.0,0.16,1.0,0.5588,0.757,0.2,0.608,0.0,-0.2,0.13920000000000002,45.25679999999999,2,13,6,3,5,141,0.16,0.2375,0.1647,0.1659,0.1549,0.137,0.1401,0.405,0.039,0.046,-0.022,-0.145,-0.122
200,76,Execute_Ready_Job,0.3,0.6875,1.0,0.16,1.0,0.5588,0.757,0.0,0.196,0.0,0.0,-0.019600000000000003,45.237199999999994,1,13,6,1,2,141,0.14,0.238,0.1633,0.1663,0.1557,0.1378,0.139,0.405,0.028,0.046,-0.02,-0.142,-0.134
200,77,Execute_Ready_Job,0.1,0.875,1.0,0.14,1.0,0.5588,0.757,0.0,0.442,0.0,0.0,-0.0442,45.193,1,13,6,3,4,140,0.13,0.2366,0.1623,0.1669,0.1563,0.1379,0.14,0.398,0.02,0.049,-0.017,-0.142,-0.127
200,78,Execute_Ready_Job,0.3,0.75,1.0,0.13,1.0,0.5588,0.757,0.0,0.34,0.0,0.2,-0.234,44.958999999999996,1,13,7,3,4,139,0.1,0.2374,0.1633,0.1665,0.1561,0.1371,0.1397,0.401,0.027,0.047,-0.018,-0.148,-0.129
200,79,Execute_Ready_Job,0.3,0.75,1.0,0.1,1.0,0.5534,0.7554,0.2,0.5800000000000001,0.0,-0.2,0.14200000000000002,45.101,2,13,7,5,7,138,0.1,0.2373,0.1657,0.1653,0.1558,0.1359,0.1401,0.403,0.044,0.041,-0.018,-0.155,-0.124
200,80,Execute_Ready_Job,0.5,0.5625,1.0,0.1,1.0,0.5534,0.7554,0.0,0.44000000000000006,0.0,0.0,-0.04400000000000001,45.057,2,13,7,4,5,138,0.1,0.238,0.1647,0.1655,0.1565,0.1364,0.1388,0.403,0.035,0.04,-0.016,-0.154,-0.136
200,81,Execute_Ready_Job,0.4,0.6875,1.0,0.1,1.0,0.5534,0.7554,0.0,0.24000000000000005,0.0,0.0,-0.024000000000000007,45.033,1,13,7,2,3,140,0.1,0.2373,0.164,0.1661,0.1566,0.1363,0.1397,0.4,0.031,0.043,-0.016,-0.154,-0.13
200,82,Execute_Ready_Job,0.2,0.8125,1.0,0.1,1.0,0.5534,0.7554,0.0,0.6380000000000001,0.0,0.0,-0.06380000000000001,44.9692,2,13,7,5,7,139,0.11,0.2365,0.1631,0.1665,0.1569,0.1369,0.14,0.396,0.024,0.045,-0.014,-0.151,-0.128
200,83,Execute_Ready_Job,0.5,0.5625,1.0,0.11,1.0,0.5534,0.7554,0.0,0.9180000000000001,2.8599999999999994,0.0,2.7681999999999993,47.7374,2,14,7,5,6,138,0.17,0.2379,0.1646,0.1657,0.1565,0.1363,0.139,0.403,0.034,0.041,-0.016,-0.154,-0.135
200,84,Execute_Ready_Job,0.5,0.625,1.0,0.17,1.0,0.5481,0.7555,0.0,0.66,0.0,0.0,-0.066,47.6714,2,14,7,6,6,137,0.11,0.2379,0.1638,0.1664,0.1554,0.1365,0.14,0.404,0.031,0.047,-0.022,-0.151,-0.126
200,85,Execute_Ready_Job,0.6,0.625,1.0,0.11,1.0,0.5481,0.7555,0.0,0.4,0.0,0.0,-0.04000000000000001,47.6314,2,14,7,4,4,137,0.1,0.2374,0.1646,0.1661,0.156,0.1355,0.1403,0.402,0.036,0.044,-0.018,-0.159,-0.124
200,86,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5481,0.7555,0.0,0.24000000000000005,0.0,0.0,-0.024000000000000007,47.6074,1,14,7,2,3,137,0.1,0.2368,0.1638,0.1664,0.1565,0.136,0.1405,0.398,0.03,0.045,-0.016,-0.156,-0.124
200,87,Execute_Ready_Job,0.2,0.8125,1.0,0.1,1.0,0.5481,0.7555,0.0,0.54,0.0,0.0,-0.054000000000000006,47.553399999999996,2,14,7,5,6,136,0.1,0.2365,0.1631,0.1664,0.157,0.1369,0.1401,0.396,0.024,0.044,-0.014,-0.151,-0.128
