seed,agent_name,alpha,beta,gamma,num_jobs,steps_executed,completed_jobs,failed_jobs,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,failure_rate,total_completed_value,total_job_value,total_compute_cost,avg_compute_cost_per_step,total_utility,completed_all_jobs,hit_step_budget
219,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,44,8,0.44,0.5445,0.79,0.08,168.57,309.57,502.882,1.6763,139.398,False,True
220,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,50,14,0.5,0.5867,0.8,0.14,175.61,299.31,667.112,2.2237,-20.672,False,True
221,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,59,18,0.59,0.6443,0.77,0.18,196.98,305.74,473.666,1.5789,242.254,False,True
222,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,62,15,0.62,0.6809,0.77,0.15,202.37,297.23,372.772,1.2426,376.708,False,True
223,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,58,20,0.58,0.6411,0.76,0.2,184.54,287.84,340.184,1.1339,317.976,False,True
224,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,57,10,0.57,0.6583,0.8,0.1,183.15,278.21,783.196,2.6107,-90.596,False,True
225,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,62,10,0.62,0.6964,0.86,0.1,197.12,283.06,476.296,1.5877,272.184,False,True
226,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,49,6,0.49,0.6274,0.79,0.06,191.66,305.5,753.272,2.5109,-10.632,False,True
227,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,61,18,0.61,0.7067,0.79,0.18,208.28,294.73,504.448,1.6815,256.672,False,True
228,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,64,9,0.64,0.7033,0.88,0.09,199.82,284.13,831.658,2.7722,-68.378,False,True
229,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,66,10,0.66,0.7042,0.85,0.1,199.16,282.83,515.75,1.7192,240.89,False,True
230,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,64,15,0.64,0.6945,0.82,0.15,201.36,289.95,308.416,1.0281,437.024,False,True
231,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,63,11,0.63,0.691,0.84,0.11,204.69,296.21,402.89,1.343,371.87,False,True
232,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,45,11,0.45,0.5343,0.8,0.11,160.26,299.92,549.046,1.8302,47.994,False,True
233,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,57,15,0.57,0.6444,0.78,0.15,185.0,287.1,746.564,2.4885,-66.564,False,True
234,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,63,11,0.63,0.6926,0.81,0.11,212.06,306.17,1016.082,3.3869,-211.842,False,True
235,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,54,10,0.54,0.6178,0.78,0.1,188.13,304.52,712.404,2.3747,0.116,False,True
236,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,64,14,0.64,0.7028,0.79,0.14,217.4,309.34,378.634,1.2621,434.966,False,True
237,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,60,15,0.6,0.6732,0.8,0.15,208.95,310.4,840.784,2.8026,-64.984,False,True
238,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,48,12,0.48,0.5699,0.77,0.12,168.04,294.87,762.0,2.54,-137.84,False,True
239,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,64,15,0.64,0.6839,0.77,0.15,198.22,289.82,521.662,1.7389,211.218,False,True
240,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,56,15,0.56,0.6495,0.81,0.15,203.71,313.66,805.084,2.6836,-50.244,False,True
241,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,54,23,0.54,0.571,0.68,0.23,169.78,297.32,662.652,2.2088,-75.532,False,True
242,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,62,5,0.62,0.7114,0.89,0.05,202.23,284.26,681.61,2.272,107.31,False,True
243,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,39,10,0.39,0.466,0.73,0.1,131.96,283.2,702.906,2.343,-215.066,False,True
244,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,58,19,0.58,0.6539,0.78,0.19,189.86,290.33,537.784,1.7926,145.656,False,True
245,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,37,6,0.37,0.4498,0.81,0.06,130.77,290.7,515.718,1.7191,-16.638,False,True
246,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,55,9,0.55,0.6564,0.8,0.09,200.79,305.91,766.668,2.5556,0.492,False,True
247,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,63,13,0.63,0.6724,0.83,0.13,198.02,294.48,369.036,1.2301,371.044,False,True
248,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,48,12,0.48,0.553,0.81,0.12,164.08,296.71,680.7,2.269,-72.38,False,True
249,"Tuned Utility-Based Agent (alpha=4.0, beta=1.0, gamma=4.0)",4.0,1.0,4.0,100,300,35,9,0.35,0.4757,0.8,0.09,134.04,281.75,548.788,1.8293,-48.628,False,True
